1000,1,0.017593,0.000018
10000,1,0.330407,0.000158
100000,1,0.355607,0.001246
1000000,1,0.350143,0.012999
10000000,1,0.348828,0.139578
500,2,0.034407,0.001377
5000,2,0.338407,0.000091
50000,2,0.341207,0.000921
500000,2,0.348607,0.007604
5000000,2,0.348242,0.064998
250,4,0.037593,0.000065
2500,4,0.314407,0.000033
25000,4,0.342887,0.000480
250000,4,0.353415,0.003309
2500000,4,0.349940,0.033930
