2,128,0.003633
2,256,0.026794
2,512,0.540535
2,1024,5.291551
3,128,0.003096
3,256,0.031189
3,512,0.217009
3,1024,2.890831
4,128,0.003299
4,256,0.013330
4,512,0.237847
4,1024,2.528506
5,128,0.001292
5,256,0.011902
5,512,0.204748
5,1024,1.875334
6,128,0.002878
6,256,0.011004
6,512,0.175025
6,1024,1.705296
